,word,definition,grouping
3286,jingoist,"the policy or practice of jingoes, bellicose chauvinism",adjective
3287,jocose,"given to or characterized by joking, jesting, humorous",adjective
3288,jocular,"characterized by, or intended for joking or jesting",adjective
3289,jocund,"cheerful, merry, gay, blithe, glad",adjective
3290,joggle,"to shake slightly, to jostle, to jog",verb
3291,jollity,"the state of being jolly, cheerfulness",noun
3292,journalize,to record in a journal,verb
3293,joust,to engage in mock combat on horseback,verb
3294,jovial,endowed with or characterized by a hearty or joyous humor,adjective
3295,jubilant,"showing great joy, satisfaction, or triumph, rejoicing",adjective
3296,judgment,the act of judging,noun
3297,judicature,the administration of justice by judges and courts,noun
3298,judicial,of or relating to a court of law,adjective
3299,judicious,"having, or characterized by, good judgment or sound thinking",adjective
3300,juggernaut,"any large, overpowering, destructive force or object",noun
3301,juggle,"to manipulate objects, such as balls, clubs, etc artfully",verb
3302,jugglery,the art of a juggler (i e trickery or deception),noun
3303,jugular,"relating to, or located near, the neck or throat",adjective
3304,junction,"the act of joining, or the state of being joined",noun
3305,juncture,"a place where things join, a junction",noun
3306,juridical,"pertaining to the law or rule of law, legal, judicial",adjective
3307,jurisdiction,"the power, right, or authority to interpret and apply law",noun
3308,jurisprudence,the science or philosophy of law,noun
3309,juror,a member of a jury,noun
3310,justification,reason or excuse which gives acceptable support for behavior,noun
3311,jut,to stick out,verb
3312,juvenile,"young, not fully developed",adjective
3313,juxtapose,"to place close together or side by side, esp. for comparison",verb
3314,juxtaposition,to place in juxtaposition,verb
3315,keen,"to sharpen, to make cold",verb
3316,keepsake,something kept for sentimental or nostalgic reasons,noun
3317,kerchief,a piece of cloth used to cover the head,noun
3318,kernel,the body of a seed inside the husk,noun
3319,killjoy,"a person who is anti-fun, or prevents others from having fun",noun
3320,kiln,"a furnace or oven for burning, baking, or drying something",noun
3321,kindle,to start (a fire) or light (a torch),verb
3322,kindred,of the same nature,adjective
3323,kinetic,pertaining to motion,adjective
3324,kinfolk,relatives or kindred,noun
3325,kingling,"a kinglet, a petty king or ruler",noun
3326,kismet,"fate, destiny",noun
3327,kleptomaniac,one who steals compulsively,noun
3328,knave,"a tricky, deceitful fellow, a dishonest person, a rogue",noun
3329,knavery,"the (mis)behaviour of a knave, boyish mischief",noun
3330,knead,to work into a mass by repeated pressure with the knuckles,verb
3331,knell,"sound made by a bell rung slowly, especially for funerals",noun
3332,knickknack,"an ornamental trinket or gimcrack, a bit of bric-a-brac",noun
3333,knoll,"a small, rounded hill or eminence, hillock",noun
3334,knotty,full of knots,adjective
3335,kudos,"praise, accolades",noun
3336,laborious,"requiring much physical effort, toilsome",adjective
3337,labyrinth,"to enclose in a labyrinth, or as though in a labyrinth",verb
3338,labyrinthine,"physically resembling a labyrinth, maze-like",adjective
3339,lacerate,"to tear, rip or wound",verb
3340,laceration,an irregular open wound caused by a blunt impact,noun
3341,lachrymose,"suggestive of or tending to cause tears, mournful",adjective
3342,lackadaisical,showing no interest or enthusiasm,adjective
3343,lackey,"to attend, wait upon, serve obsequiously",verb
3344,lackluster,"lacking brilliance or radiance, dull",adjective
3345,laconic,"using few words, concise",adjective
3346,lactation,the secretion of milk from the mammary gland of a female,noun
3347,lacteal,relating to milk,adjective
3348,lactic,"of, relating to, or derived from milk",adjective
3349,laddie,a small boy,noun
3350,ladle,to serve something with a ladle,verb
3351,laggard,"hanging back, loitering",adjective
3352,lagniappe,an extra or unexpected gift or benefit,noun
3353,lambaste,to beat or whip severely,verb
3354,lament,to feel or express sorrow or regret for,verb
3355,lamentation,the act of lamenting,noun
3356,lampoon,to satirize or poke fun at,verb
3357,lance,"to pierce with a lance, or with any similar weapon",verb
3358,landholder,a person who owns land,noun
3359,landlord,person who owns and rents land such as a house or apartment,noun
3360,landscape,to do various grounds maintenance,verb
3361,languid,"lacking in vigor or vitality, slack or slow",adjective
3362,languor,a state of the body or mind caused by exhaustion or disease,noun
3363,lapse,"to fall away gradually, to subside",verb
3364,larceny,"the unlawful taking of personal property, theft",noun
3365,larder,a cool room in a domestic house where food is stored,noun
3366,largess,generous bestowal of gifts,noun
3367,largesse,alternative spelling of largess,noun
3368,lascivious,"inclined to lustfulness, wanton, lewd",adjective
3369,lassie,"a young girl, a lass, especially one seen as a sweetheart",noun
3370,lassitude,"weariness of body or mind from strain, oppressive climate",noun
3371,latency,a delay between the initiation and occurence of something,noun
3372,latent,"present but not visible, apparent, or actualized, potential",adjective
3373,lateral,"of or pertaining to, situated at, or directed to a side",adjective
3374,latish,somewhat or rather late,adjective
3375,lattice,a flat panel constructed with crossed thin strips of wood,noun
3376,laud,"to praise, to glorify",verb
3377,laudable,"deserving praise, praiseworthy",adjective
3378,laudation,"the act of lauding, praise, high commendation",noun
3379,laudatory,containing or expressing praise,adjective
3380,laundress,a woman whose work is the washing and ironing of clothes,noun
3381,laureate,to honor with a wreath of laurel,verb
3382,lave,"to pour or throw out, as water, lade out, bail",verb
3383,lavish,"to expend or bestow with profusion, to squander",verb
3384,lawgiver,one who provides the laws to a society,noun
3385,lawmaker,one who makes or enacts laws,noun
3386,lax,"lenient and allowing for deviation, not strict",adjective
3387,laxative,"having the effect of moving the bowels, or aiding digestion",adjective
3388,laxity,the state or quality of being lax,noun
3389,lea,"an open field, meadow",noun
3390,leaflet,"a small flat or folded sheet of printed paper, advertisement",noun
3391,leaven,to add a leavening agent,verb
3392,lectern,a stand with a slanted top used to support a bible,noun
3393,leery,"cautious, hesitant, or nervous about something",adjective
3394,leeward,away from the direction from which the wind is blowing,adjective
3395,legacy,"anything handed down from the past, as from a predecessor",adjective
3396,legalize,alternative spelling of legalise,verb
3397,legerdemain,sleight of hand,noun
3398,legging,present participle of leg,verb
3399,legible,"being clear enough to be read, readable",adjective
3400,legion,a division of the roman army of 3000 to 6000 soldiers,noun
3401,legionary,"relating to, or consisting of a legion or legions",adjective
3402,legislate,"to pass laws, incl. the amending or repeal of existing laws",verb
3403,legislator,someone who creates or enacts laws,noun
3404,legitimate,"to make legitimate, lawful, or valid",verb
3405,leisure,freedom provided by the cessation of activities,noun
3406,lenient,"lax, tolerant of deviation, permissive, not strict",adjective
3407,leonine,"of, pertaining to, or characteristic of the lion",adjective
3408,lethargy,"the quality or state of being drowsy and dull, listless",noun
3409,levee,an embankment to prevent inundation,noun
3410,lever,to move with a lever,verb
3411,leverage,"to use, to exploit, to take full advantage (of something)",verb
3412,leviathan,"very large, gargantuan",adjective
3413,levitate,to cause to rise in the air and float,verb
3414,levity,"lightness of manner or speech, frivolity",noun
3415,levy,"to impose a tax or fine, to collect monies due",verb
3416,lewd,"lascivious, sexually promiscuous, rude",adjective
3417,lexicographer,one who writes or compiles a dictionary,noun
3418,lexicography,the art or craft of writing and editing dictionaries,noun
3419,lexicon,a wordbook or dictionary,noun
3420,liability,"moneys owed, debts or pecuniary obligations",noun
